title,price,description,images,sku,stock,categories
LANRUI J9 Low Resistance Nano Conductive Silver Paste for Phone/Android Screen Line Repair (0.8G),31.20,Description LANRUI J9 Low Resistance Nano Conductive Silver Paste for Phone/Android Screen Line Repair (0.8G),https://www.cmedistribution.com.my/wp-content/uploads/2025/05/SVC-4756-3.jpeg,SKU-MNU81F,41,uncategorized
Oppo A3X-4G/A3-4G Ribbon On Off + Volume,3.60,Description Product Specifications and Features: -Oppo A3X-4G/A3-4G Ribbon On Off + Volume -(KJOPA3-4G(M)),https://www.cmedistribution.com.my/wp-content/uploads/2025/05/OPPO-A3X-RB-OF.jpg,SKU-ST3CSF,69,parts/board/ic
Ribbon Tester 14/14PLUS (2PCS) for DL400 (W/O EDP Module),28.80,Description Ribbon Tester 14/14PLUS (2PCS) for DL400 (W/O EDP Module),https://www.cmedistribution.com.my/wp-content/uploads/2025/05/SVC-4763-100x100.jpeg|https://www.cmedistribution.com.my/wp-content/uploads/2025/05/SVC-4763-150x150.jpeg|https://www.cmedistribution.com.my/wp-content/uploads/2025/05/SVC-4763-300x300.jpeg|https://www.cmedistribution.com.my/wp-content/uploads/2025/05/SVC-4763-350x350.jpeg|https://www.cmedistribution.com.my/wp-content/uploads/2025/05/SVC-4763-600x600.jpeg|https://www.cmedistribution.com.my/wp-content/uploads/2025/05/SVC-4763-768x768.jpeg|https://www.cmedistribution.com.my/wp-content/uploads/2025/05/SVC-4763-96x96.jpeg|https://www.cmedistribution.com.my/wp-content/uploads/2025/05/SVC-4763.jpeg,SKU-UH0LRU,95,uncategorized
Ribbon Tester 14PRO/14PROMAX (2PCS) for DL400 (W/O EDP Module),38.40,Description Ribbon Tester 14PRO/14PROMAX (2PCS) for DL400 (W/O EDP Module),https://www.cmedistribution.com.my/wp-content/uploads/2025/05/SVC-4764-100x100.jpeg|https://www.cmedistribution.com.my/wp-content/uploads/2025/05/SVC-4764-1024x1024.jpeg|https://www.cmedistribution.com.my/wp-content/uploads/2025/05/SVC-4764-150x150.jpeg|https://www.cmedistribution.com.my/wp-content/uploads/2025/05/SVC-4764-300x300.jpeg|https://www.cmedistribution.com.my/wp-content/uploads/2025/05/SVC-4764-350x350.jpeg|https://www.cmedistribution.com.my/wp-content/uploads/2025/05/SVC-4764-600x600.jpeg|https://www.cmedistribution.com.my/wp-content/uploads/2025/05/SVC-4764-768x768.jpeg|https://www.cmedistribution.com.my/wp-content/uploads/2025/05/SVC-4764-96x96.jpeg|https://www.cmedistribution.com.my/wp-content/uploads/2025/05/SVC-4764.jpeg,SKU-JVFMH9,24,uncategorized
Ribbon Tester 15/15PLUS (2PCS) for DL400 (W/O EDP Module),28.80,Description Ribbon Tester 15/15PLUS (2PCS) for DL400 (W/O EDP Module),https://www.cmedistribution.com.my/wp-content/uploads/2025/05/SVC-4765-100x100.jpeg|https://www.cmedistribution.com.my/wp-content/uploads/2025/05/SVC-4765-1024x1024.jpeg|https://www.cmedistribution.com.my/wp-content/uploads/2025/05/SVC-4765-150x150.jpeg|https://www.cmedistribution.com.my/wp-content/uploads/2025/05/SVC-4765-300x300.jpeg|https://www.cmedistribution.com.my/wp-content/uploads/2025/05/SVC-4765-350x350.jpeg|https://www.cmedistribution.com.my/wp-content/uploads/2025/05/SVC-4765-600x600.jpeg|https://www.cmedistribution.com.my/wp-content/uploads/2025/05/SVC-4765-768x768.jpeg|https://www.cmedistribution.com.my/wp-content/uploads/2025/05/SVC-4765-96x96.jpeg|https://www.cmedistribution.com.my/wp-content/uploads/2025/05/SVC-4765.jpeg,SKU-07O1T9,66,uncategorized
Ribbon Tester 15PRO/15PROMAX (2PCS) for DL400 (W/O EDP Module),38.40,Description Ribbon Tester 15PRO/15PROMAX (2PCS) for DL400 (W/O EDP Module),https://www.cmedistribution.com.my/wp-content/uploads/2025/05/SVC-4766-100x100.jpeg|https://www.cmedistribution.com.my/wp-content/uploads/2025/05/SVC-4766-1024x1024.jpeg|https://www.cmedistribution.com.my/wp-content/uploads/2025/05/SVC-4766-150x150.jpeg|https://www.cmedistribution.com.my/wp-content/uploads/2025/05/SVC-4766-300x300.jpeg|https://www.cmedistribution.com.my/wp-content/uploads/2025/05/SVC-4766-350x350.jpeg|https://www.cmedistribution.com.my/wp-content/uploads/2025/05/SVC-4766-600x600.jpeg|https://www.cmedistribution.com.my/wp-content/uploads/2025/05/SVC-4766-768x768.jpeg|https://www.cmedistribution.com.my/wp-content/uploads/2025/05/SVC-4766-96x96.jpeg|https://www.cmedistribution.com.my/wp-content/uploads/2025/05/SVC-4766.jpeg,SKU-XV5ZJM,56,uncategorized
SUNSHINE RELIFE ESD-11 Black Anti-Static Straight Tweezers,4.80,Description SUNSHINE RELIFE ESD-11 Black Anti-Static Straight Tweezers,https://www.cmedistribution.com.my/wp-content/uploads/2025/05/SVC-4762-1-100x100.jpg|https://www.cmedistribution.com.my/wp-content/uploads/2025/05/SVC-4762-1-150x150.jpg|https://www.cmedistribution.com.my/wp-content/uploads/2025/05/SVC-4762-1-298x300.jpg|https://www.cmedistribution.com.my/wp-content/uploads/2025/05/SVC-4762-1-300x300.jpg|https://www.cmedistribution.com.my/wp-content/uploads/2025/05/SVC-4762-1-350x350.jpg|https://www.cmedistribution.com.my/wp-content/uploads/2025/05/SVC-4762-1-96x96.jpg|https://www.cmedistribution.com.my/wp-content/uploads/2025/05/SVC-4762-1.jpg|https://www.cmedistribution.com.my/wp-content/uploads/2025/05/SVC-4762-2-100x100.jpg|https://www.cmedistribution.com.my/wp-content/uploads/2025/05/SVC-4762-2-150x150.jpg|https://www.cmedistribution.com.my/wp-content/uploads/2025/05/SVC-4762-2-298x300.jpg|https://www.cmedistribution.com.my/wp-content/uploads/2025/05/SVC-4762-2-300x300.jpg|https://www.cmedistribution.com.my/wp-content/uploads/2025/05/SVC-4762-2-350x350.jpg|https://www.cmedistribution.com.my/wp-content/uploads/2025/05/SVC-4762-2-96x96.jpg|https://www.cmedistribution.com.my/wp-content/uploads/2025/05/SVC-4762-2.jpg|https://www.cmedistribution.com.my/wp-content/uploads/2025/05/SVC-4762-3-100x100.jpg|https://www.cmedistribution.com.my/wp-content/uploads/2025/05/SVC-4762-3-150x150.jpg|https://www.cmedistribution.com.my/wp-content/uploads/2025/05/SVC-4762-3-300x300.jpg|https://www.cmedistribution.com.my/wp-content/uploads/2025/05/SVC-4762-3-350x350.jpg|https://www.cmedistribution.com.my/wp-content/uploads/2025/05/SVC-4762-3-96x96.jpg|https://www.cmedistribution.com.my/wp-content/uploads/2025/05/SVC-4762-3.jpg|https://www.cmedistribution.com.my/wp-content/uploads/2025/05/SVC-4762-4-100x100.jpg|https://www.cmedistribution.com.my/wp-content/uploads/2025/05/SVC-4762-4-150x150.jpg|https://www.cmedistribution.com.my/wp-content/uploads/2025/05/SVC-4762-4-300x300.jpg|https://www.cmedistribution.com.my/wp-content/uploads/2025/05/SVC-4762-4-350x350.jpg|https://www.cmedistribution.com.my/wp-content/uploads/2025/05/SVC-4762-4-96x96.jpg|https://www.cmedistribution.com.my/wp-content/uploads/2025/05/SVC-4762-5-100x100.jpg|https://www.cmedistribution.com.my/wp-content/uploads/2025/05/SVC-4762-5-150x150.jpg|https://www.cmedistribution.com.my/wp-content/uploads/2025/05/SVC-4762-5-300x300.jpg|https://www.cmedistribution.com.my/wp-content/uploads/2025/05/SVC-4762-5-350x350.jpg|https://www.cmedistribution.com.my/wp-content/uploads/2025/05/SVC-4762-5-96x96.jpg|https://www.cmedistribution.com.my/wp-content/uploads/2025/05/SVC-4762-5.jpg|https://www.cmedistribution.com.my/wp-content/uploads/2025/05/SVC-4762-6-100x100.jpg|https://www.cmedistribution.com.my/wp-content/uploads/2025/05/SVC-4762-6-150x150.jpg|https://www.cmedistribution.com.my/wp-content/uploads/2025/05/SVC-4762-6-300x300.jpg|https://www.cmedistribution.com.my/wp-content/uploads/2025/05/SVC-4762-6-350x350.jpg|https://www.cmedistribution.com.my/wp-content/uploads/2025/05/SVC-4762-6-96x96.jpg|https://www.cmedistribution.com.my/wp-content/uploads/2025/05/SVC-4762-6.jpg,SKU-FVQH9M,23,parts/board/ic
SUNSHINE RELIFE RL-059C Special High Hardness Diamond Wire (0.08MM/100M),6.00,Description SUNSHINE RELIFE RL-059C Special High Hardness Diamond Wire (0.08MM/100M),https://www.cmedistribution.com.my/wp-content/uploads/2025/05/SVC-4759.jpg,SKU-MV8125,17,uncategorized
WYLIE New Pad Series Charing Eeprom Code Chip Decoding Programmer,45.60,"Description Features: -Quick reading, quick repair, use no fly lines to reduce operational difficulty, and improve maintenance efficiency -Good compatibility: Wider scope of application, can meet the maintenance needs of a variety of equipment -The computer reads the fix quickly: Use no fly lines to reduce operational difficulty Nand improve maintenance efficiency",https://www.cmedistribution.com.my/wp-content/uploads/2025/05/SVC-4767-1-100x100.jpeg|https://www.cmedistribution.com.my/wp-content/uploads/2025/05/SVC-4767-1-1024x1024.jpeg|https://www.cmedistribution.com.my/wp-content/uploads/2025/05/SVC-4767-1-150x150.jpeg|https://www.cmedistribution.com.my/wp-content/uploads/2025/05/SVC-4767-1-1536x1536.jpeg|https://www.cmedistribution.com.my/wp-content/uploads/2025/05/SVC-4767-1-300x300.jpeg|https://www.cmedistribution.com.my/wp-content/uploads/2025/05/SVC-4767-1-350x350.jpeg|https://www.cmedistribution.com.my/wp-content/uploads/2025/05/SVC-4767-1-600x600.jpeg|https://www.cmedistribution.com.my/wp-content/uploads/2025/05/SVC-4767-1-768x768.jpeg|https://www.cmedistribution.com.my/wp-content/uploads/2025/05/SVC-4767-1-96x96.jpeg|https://www.cmedistribution.com.my/wp-content/uploads/2025/05/SVC-4767-1.jpeg|https://www.cmedistribution.com.my/wp-content/uploads/2025/05/SVC-4767-2-100x100.jpeg|https://www.cmedistribution.com.my/wp-content/uploads/2025/05/SVC-4767-2-1024x1024.jpeg|https://www.cmedistribution.com.my/wp-content/uploads/2025/05/SVC-4767-2-150x150.jpeg|https://www.cmedistribution.com.my/wp-content/uploads/2025/05/SVC-4767-2-1536x1536.jpeg|https://www.cmedistribution.com.my/wp-content/uploads/2025/05/SVC-4767-2-300x300.jpeg|https://www.cmedistribution.com.my/wp-content/uploads/2025/05/SVC-4767-2-350x350.jpeg|https://www.cmedistribution.com.my/wp-content/uploads/2025/05/SVC-4767-2-600x600.jpeg|https://www.cmedistribution.com.my/wp-content/uploads/2025/05/SVC-4767-2-768x768.jpeg|https://www.cmedistribution.com.my/wp-content/uploads/2025/05/SVC-4767-2-96x96.jpeg|https://www.cmedistribution.com.my/wp-content/uploads/2025/05/SVC-4767-2.jpeg|https://www.cmedistribution.com.my/wp-content/uploads/2025/05/SVC-4767-3-100x100.jpeg|https://www.cmedistribution.com.my/wp-content/uploads/2025/05/SVC-4767-3-150x150.jpeg|https://www.cmedistribution.com.my/wp-content/uploads/2025/05/SVC-4767-3-300x300.jpeg|https://www.cmedistribution.com.my/wp-content/uploads/2025/05/SVC-4767-3-350x350.jpeg|https://www.cmedistribution.com.my/wp-content/uploads/2025/05/SVC-4767-3-600x600.jpeg|https://www.cmedistribution.com.my/wp-content/uploads/2025/05/SVC-4767-3-768x768.jpeg|https://www.cmedistribution.com.my/wp-content/uploads/2025/05/SVC-4767-3-96x96.jpeg|https://www.cmedistribution.com.my/wp-content/uploads/2025/05/SVC-4767-3.jpeg|https://www.cmedistribution.com.my/wp-content/uploads/2025/05/SVC-4767-4-100x100.jpeg|https://www.cmedistribution.com.my/wp-content/uploads/2025/05/SVC-4767-4-1024x1024.jpeg|https://www.cmedistribution.com.my/wp-content/uploads/2025/05/SVC-4767-4-150x150.jpeg|https://www.cmedistribution.com.my/wp-content/uploads/2025/05/SVC-4767-4-1536x1536.jpeg|https://www.cmedistribution.com.my/wp-content/uploads/2025/05/SVC-4767-4-300x300.jpeg|https://www.cmedistribution.com.my/wp-content/uploads/2025/05/SVC-4767-4-350x350.jpeg|https://www.cmedistribution.com.my/wp-content/uploads/2025/05/SVC-4767-4-600x600.jpeg|https://www.cmedistribution.com.my/wp-content/uploads/2025/05/SVC-4767-4-768x768.jpeg|https://www.cmedistribution.com.my/wp-content/uploads/2025/05/SVC-4767-4-96x96.jpeg|https://www.cmedistribution.com.my/wp-content/uploads/2025/05/SVC-4767-4.jpeg,SKU-X347QR,22,parts/board/ic
Xiaomi Black Shark 4/4 Pro Sim Tray,3.60,Description Product Specifications and Features: -Xiaomi Black Shark 4/4 Pro Sim Tray,https://www.cmedistribution.com.my/wp-content/uploads/2025/05/XIAOMI-BLACK-SHARK-4-SIM-TRAY.jpg,SKU-DSK0PR,49,parts/board/ic
YOUKILOON Tweezer ST-FX-11 / ST-FX-15,15.60,Description YOUKILOON Tweezer ST-FX-11 / ST-FX-15 👉ST-FX-11 STRAIGHT 👉ST-FX-15 CURVED,https://www.cmedistribution.com.my/wp-content/uploads/2025/05/SVC-4757-8-1.jpeg|https://www.cmedistribution.com.my/wp-content/uploads/2025/05/SVC-4757-8-2.jpeg,SKU-6Y8OSD,51,uncategorized
AIFEN 3006 DC Power Supply 30V/6A,228.00,"Description Features: -Aifen 3006 power supply light and efficient, support AC 110V/220V global voltage, 180W strong power, equipped with front and rear double -30V/6A intelligent output 5V/2A USB interface -One-key switch constant voltage/constant current mode, with overcurrent protection and 55℃ intelligent temperature control cooling system -Input compatible with AC100V/220V, Stable output DC30V/6A, safe and portable, to meet the needs of multiple scenarios -Switching power supply, light weight, and small volume -Ultra-low ripple coefficient value, the output is more stable and safer to use -The key operation is more accurate, avoiding misoperation -2 sets of 30V/6A intelligent output (one group before and one group after) -The main function, one key constant voltage/constant current mode, continuous overcurrent protection, 5V/2A USB fixed output -Intelligent overheating protection: When the internal temperature is greater than 55 degrees, the cooling fan automatically opens",https://www.cmedistribution.com.my/wp-content/uploads/2025/05/SVC-4754-1-100x100.jpeg|https://www.cmedistribution.com.my/wp-content/uploads/2025/05/SVC-4754-1-150x150.jpeg|https://www.cmedistribution.com.my/wp-content/uploads/2025/05/SVC-4754-1-300x300.jpeg|https://www.cmedistribution.com.my/wp-content/uploads/2025/05/SVC-4754-1-350x350.jpeg|https://www.cmedistribution.com.my/wp-content/uploads/2025/05/SVC-4754-1-600x600.jpeg|https://www.cmedistribution.com.my/wp-content/uploads/2025/05/SVC-4754-1-768x768.jpeg|https://www.cmedistribution.com.my/wp-content/uploads/2025/05/SVC-4754-1-96x96.jpeg|https://www.cmedistribution.com.my/wp-content/uploads/2025/05/SVC-4754-1.jpeg|https://www.cmedistribution.com.my/wp-content/uploads/2025/05/SVC-4754-2-100x100.jpeg|https://www.cmedistribution.com.my/wp-content/uploads/2025/05/SVC-4754-2-150x150.jpeg|https://www.cmedistribution.com.my/wp-content/uploads/2025/05/SVC-4754-2-300x300.jpeg|https://www.cmedistribution.com.my/wp-content/uploads/2025/05/SVC-4754-2-350x350.jpeg|https://www.cmedistribution.com.my/wp-content/uploads/2025/05/SVC-4754-2-600x600.jpeg|https://www.cmedistribution.com.my/wp-content/uploads/2025/05/SVC-4754-2-768x768.jpeg|https://www.cmedistribution.com.my/wp-content/uploads/2025/05/SVC-4754-2-96x96.jpeg|https://www.cmedistribution.com.my/wp-content/uploads/2025/05/SVC-4754-2.jpeg|https://www.cmedistribution.com.my/wp-content/uploads/2025/05/SVC-4754-3-100x100.jpeg|https://www.cmedistribution.com.my/wp-content/uploads/2025/05/SVC-4754-3-150x150.jpeg|https://www.cmedistribution.com.my/wp-content/uploads/2025/05/SVC-4754-3-300x300.jpeg|https://www.cmedistribution.com.my/wp-content/uploads/2025/05/SVC-4754-3-350x350.jpeg|https://www.cmedistribution.com.my/wp-content/uploads/2025/05/SVC-4754-3-600x600.jpeg|https://www.cmedistribution.com.my/wp-content/uploads/2025/05/SVC-4754-3-768x768.jpeg|https://www.cmedistribution.com.my/wp-content/uploads/2025/05/SVC-4754-3-96x96.jpeg|https://www.cmedistribution.com.my/wp-content/uploads/2025/05/SVC-4754-3.jpeg|https://www.cmedistribution.com.my/wp-content/uploads/2025/05/SVC-4754-4-100x100.jpeg|https://www.cmedistribution.com.my/wp-content/uploads/2025/05/SVC-4754-4-150x150.jpeg|https://www.cmedistribution.com.my/wp-content/uploads/2025/05/SVC-4754-4-300x300.jpeg|https://www.cmedistribution.com.my/wp-content/uploads/2025/05/SVC-4754-4-350x350.jpeg|https://www.cmedistribution.com.my/wp-content/uploads/2025/05/SVC-4754-4-600x600.jpeg|https://www.cmedistribution.com.my/wp-content/uploads/2025/05/SVC-4754-4-768x768.jpeg|https://www.cmedistribution.com.my/wp-content/uploads/2025/05/SVC-4754-4-96x96.jpeg|https://www.cmedistribution.com.my/wp-content/uploads/2025/05/SVC-4754-4.jpeg|https://www.cmedistribution.com.my/wp-content/uploads/2025/05/SVC-4754-5-100x100.jpeg|https://www.cmedistribution.com.my/wp-content/uploads/2025/05/SVC-4754-5-150x150.jpeg|https://www.cmedistribution.com.my/wp-content/uploads/2025/05/SVC-4754-5-300x300.jpeg|https://www.cmedistribution.com.my/wp-content/uploads/2025/05/SVC-4754-5-350x350.jpeg|https://www.cmedistribution.com.my/wp-content/uploads/2025/05/SVC-4754-5-600x600.jpeg|https://www.cmedistribution.com.my/wp-content/uploads/2025/05/SVC-4754-5-768x768.jpeg|https://www.cmedistribution.com.my/wp-content/uploads/2025/05/SVC-4754-5-96x96.jpeg|https://www.cmedistribution.com.my/wp-content/uploads/2025/05/SVC-4754-5.jpeg|https://www.cmedistribution.com.my/wp-content/uploads/2025/05/SVC-4754-6-100x100.jpeg|https://www.cmedistribution.com.my/wp-content/uploads/2025/05/SVC-4754-6-150x150.jpeg|https://www.cmedistribution.com.my/wp-content/uploads/2025/05/SVC-4754-6-300x300.jpeg|https://www.cmedistribution.com.my/wp-content/uploads/2025/05/SVC-4754-6-350x350.jpeg|https://www.cmedistribution.com.my/wp-content/uploads/2025/05/SVC-4754-6-600x600.jpeg|https://www.cmedistribution.com.my/wp-content/uploads/2025/05/SVC-4754-6-768x768.jpeg|https://www.cmedistribution.com.my/wp-content/uploads/2025/05/SVC-4754-6-96x96.jpeg|https://www.cmedistribution.com.my/wp-content/uploads/2025/05/SVC-4754-6.jpeg,SKU-MAB9K9,20,parts/board/ic
Asus Rog 6 Ribbon UI For Sim Board,14.40,Description Product Specifications and Features: -Asus Rog 6 Ribbon UI For Sim Board,https://www.cmedistribution.com.my/wp-content/uploads/2025/05/ASUS-ROG-6-RB-UI-SIM-BOARD.jpg,SKU-VVK783,75,parts/board/ic
Asus Rog 7 (ORI) Charging Flex Ribbon,43.20,Description Product Specifications and Features: -Asus Rog 7 (ORI) Charging Flex Ribbon,https://www.cmedistribution.com.my/wp-content/uploads/2025/05/ASUS-ROG-7-ORI-CC-RB.jpg,SKU-Z0ERVQ,3,flex/port
Audio IC SC8547B,14.40,Description Product Specifications and Features: -Audio IC SC8547B,https://www.cmedistribution.com.my/wp-content/uploads/2025/05/AUDIO-IC-SC8547B-.jpg,SKU-G94OYQ,74,parts/board/ic
C-Mount 0.3X CTV Thread for HD Camera Microscope Lens (Camera to Microscope Lens),84.00,Description C-Mount 0.3X CTV Thread for HD Camera Microscope Lens (Camera to Microscope Lens),https://www.cmedistribution.com.my/wp-content/uploads/2025/05/SVC-4752-100x100.jpeg|https://www.cmedistribution.com.my/wp-content/uploads/2025/05/SVC-4752-150x150.jpeg|https://www.cmedistribution.com.my/wp-content/uploads/2025/05/SVC-4752-300x300.jpeg|https://www.cmedistribution.com.my/wp-content/uploads/2025/05/SVC-4752-350x350.jpeg|https://www.cmedistribution.com.my/wp-content/uploads/2025/05/SVC-4752-600x600.jpeg|https://www.cmedistribution.com.my/wp-content/uploads/2025/05/SVC-4752-768x768.jpeg|https://www.cmedistribution.com.my/wp-content/uploads/2025/05/SVC-4752-96x96.jpeg|https://www.cmedistribution.com.my/wp-content/uploads/2025/05/SVC-4752.jpeg,SKU-KJD3R7,42,camera
Honor Magic 6 Pro-5G (AA) Charging Board + Sim Holder,21.60,Description Product Specifications and Features: -Honor Magic 6 Pro-5G (AA) Charging Board + Sim Holder -(WCRYMG6P-5G CT2406C),https://www.cmedistribution.com.my/wp-content/uploads/2025/05/HONOR-MAGIC-6-PRO-AA-CC-BOARD.jpg,SKU-IZ9955,45,parts/board/ic
HW Nova 12-5G Camera Lens,3.60,Description Product Specifications and Features: -HW Nova 12-5G Camera Lens,https://www.cmedistribution.com.my/wp-content/uploads/2025/05/HW-NOVA-12-CAM-LENS-100x100.jpg|https://www.cmedistribution.com.my/wp-content/uploads/2025/05/HW-NOVA-12-CAM-LENS-1024x1024.jpg|https://www.cmedistribution.com.my/wp-content/uploads/2025/05/HW-NOVA-12-CAM-LENS-150x150.jpg|https://www.cmedistribution.com.my/wp-content/uploads/2025/05/HW-NOVA-12-CAM-LENS-300x300.jpg|https://www.cmedistribution.com.my/wp-content/uploads/2025/05/HW-NOVA-12-CAM-LENS-350x350.jpg|https://www.cmedistribution.com.my/wp-content/uploads/2025/05/HW-NOVA-12-CAM-LENS-600x600.jpg|https://www.cmedistribution.com.my/wp-content/uploads/2025/05/HW-NOVA-12-CAM-LENS-768x768.jpg|https://www.cmedistribution.com.my/wp-content/uploads/2025/05/HW-NOVA-12-CAM-LENS-96x96.jpg|https://www.cmedistribution.com.my/wp-content/uploads/2025/05/HW-NOVA-12-CAM-LENS.jpg,SKU-QDC75B,97,camera
Infinix Hot 50-5G X6720 LCD Frame,14.40,Description Product Specifications and Features: -Infinix Hot 50-5G X6720 LCD Frame -(No Warranty),https://www.cmedistribution.com.my/wp-content/uploads/2025/05/INFINIX-HOT-50-5G-LCD-FRAME-100x100.jpg|https://www.cmedistribution.com.my/wp-content/uploads/2025/05/INFINIX-HOT-50-5G-LCD-FRAME-1024x1024.jpg|https://www.cmedistribution.com.my/wp-content/uploads/2025/05/INFINIX-HOT-50-5G-LCD-FRAME-150x150.jpg|https://www.cmedistribution.com.my/wp-content/uploads/2025/05/INFINIX-HOT-50-5G-LCD-FRAME-300x300.jpg|https://www.cmedistribution.com.my/wp-content/uploads/2025/05/INFINIX-HOT-50-5G-LCD-FRAME-350x350.jpg|https://www.cmedistribution.com.my/wp-content/uploads/2025/05/INFINIX-HOT-50-5G-LCD-FRAME-600x600.jpg|https://www.cmedistribution.com.my/wp-content/uploads/2025/05/INFINIX-HOT-50-5G-LCD-FRAME-768x768.jpg|https://www.cmedistribution.com.my/wp-content/uploads/2025/05/INFINIX-HOT-50-5G-LCD-FRAME-96x96.jpg|https://www.cmedistribution.com.my/wp-content/uploads/2025/05/INFINIX-HOT-50-5G-LCD-FRAME.jpg,SKU-MHU0DY,92,lcd
OnePlus 13-5G LCD ORI Full Set,570.00,Description Product Specifications and Features: -OnePlus 13-5G LCD ORI Full Set -Warranty 1 Month -Self Damage Will Be No Warranty,https://www.cmedistribution.com.my/wp-content/uploads/2025/05/ONEPLUS-13-LCD-ORI-FS.jpg,SKU-5L43YJ,71,lcd
PA IC 5627N,4.80,Description Product Specifications and Features: -PA IC 5627N,https://www.cmedistribution.com.my/wp-content/uploads/2025/05/PA-IC-5627N--100x100.jpg|https://www.cmedistribution.com.my/wp-content/uploads/2025/05/PA-IC-5627N--1024x1024.jpg|https://www.cmedistribution.com.my/wp-content/uploads/2025/05/PA-IC-5627N--150x150.jpg|https://www.cmedistribution.com.my/wp-content/uploads/2025/05/PA-IC-5627N--300x300.jpg|https://www.cmedistribution.com.my/wp-content/uploads/2025/05/PA-IC-5627N--350x350.jpg|https://www.cmedistribution.com.my/wp-content/uploads/2025/05/PA-IC-5627N--600x600.jpg|https://www.cmedistribution.com.my/wp-content/uploads/2025/05/PA-IC-5627N--768x768.jpg|https://www.cmedistribution.com.my/wp-content/uploads/2025/05/PA-IC-5627N--96x96.jpg|https://www.cmedistribution.com.my/wp-content/uploads/2025/05/PA-IC-5627N-.jpg,SKU-JCM2UL,6,parts/board/ic
Power IC PM8550VE-001,8.40,Description Product Specifications and Features: -Power IC PM8550VE-001,https://www.cmedistribution.com.my/wp-content/uploads/2025/05/POWER-IC-PM8550VE-001-100x100.jpg|https://www.cmedistribution.com.my/wp-content/uploads/2025/05/POWER-IC-PM8550VE-001-1024x1024.jpg|https://www.cmedistribution.com.my/wp-content/uploads/2025/05/POWER-IC-PM8550VE-001-150x150.jpg|https://www.cmedistribution.com.my/wp-content/uploads/2025/05/POWER-IC-PM8550VE-001-300x300.jpg|https://www.cmedistribution.com.my/wp-content/uploads/2025/05/POWER-IC-PM8550VE-001-350x350.jpg|https://www.cmedistribution.com.my/wp-content/uploads/2025/05/POWER-IC-PM8550VE-001-600x600.jpg|https://www.cmedistribution.com.my/wp-content/uploads/2025/05/POWER-IC-PM8550VE-001-768x768.jpg|https://www.cmedistribution.com.my/wp-content/uploads/2025/05/POWER-IC-PM8550VE-001-96x96.jpg|https://www.cmedistribution.com.my/wp-content/uploads/2025/05/POWER-IC-PM8550VE-001.jpg,SKU-7WNZP5,81,parts/board/ic
"PXD Air 2 (A1566,A1567) TP + Glass + OCA",54.00,"Description Product Specifications and Features: -PXD Air 2 (A1566,A1567) TP + Glass + OCA",https://www.cmedistribution.com.my/wp-content/uploads/2025/05/IPAD-AIR-2-TP-GLASS-100x100.jpg|https://www.cmedistribution.com.my/wp-content/uploads/2025/05/IPAD-AIR-2-TP-GLASS-150x150.jpg|https://www.cmedistribution.com.my/wp-content/uploads/2025/05/IPAD-AIR-2-TP-GLASS-300x300.jpg|https://www.cmedistribution.com.my/wp-content/uploads/2025/05/IPAD-AIR-2-TP-GLASS-350x350.jpg|https://www.cmedistribution.com.my/wp-content/uploads/2025/05/IPAD-AIR-2-TP-GLASS-600x600.jpg|https://www.cmedistribution.com.my/wp-content/uploads/2025/05/IPAD-AIR-2-TP-GLASS-768x768.jpg|https://www.cmedistribution.com.my/wp-content/uploads/2025/05/IPAD-AIR-2-TP-GLASS-96x96.jpg|https://www.cmedistribution.com.my/wp-content/uploads/2025/05/IPAD-AIR-2-TP-GLASS.jpg,SKU-NPFY5Y,0,parts/board/ic
"PXD Pro 11″-2024 (M4) A2836, A2837, A3006 LCD ORI Full Set",3480.00,"Description Product Specifications and Features: -PXD Pro 11″-2024 (M4) A2836, A2837, A3006 LCD ORI Full Set -Warranty 1 Month -Self Damage Will Be No Warranty",https://www.cmedistribution.com.my/wp-content/uploads/2025/05/IPAD-PRO-11-2024-M4-LCD-ORI-FS.jpg,SKU-GX8YLP,73,lcd
"Redmi 12 (4G,5G) Buzzer Full Set",7.20,"Description Product Specifications and Features: -Redmi 12 (4G,5G) Buzzer Full Set",https://www.cmedistribution.com.my/wp-content/uploads/2025/05/REDMI-12-BUZ-FS.jpg,SKU-K676KK,38,speaker
SFDER Flashing Tool 5in1 for Watch S7 S8 S9 ULTRA1 ULTRA2 – Firmware Restore,1152.00,Description SFDER Flashing Tool 5in1 for Watch S7 S8 S9 ULTRA1 ULTRA2 – Firmware Restore,https://www.cmedistribution.com.my/wp-content/uploads/2025/05/SVC-4753-1.jpeg|https://www.cmedistribution.com.my/wp-content/uploads/2025/05/SVC-4753-3.jpeg|https://www.cmedistribution.com.my/wp-content/uploads/2025/05/SVC-4753-5.jpeg,SKU-NILVXU,31,tools
Sony Xperia XZ2 Buzzer Full Set,9.60,Description Product Specifications and Features: -Sony Xperia XZ2 Buzzer Full Set,https://www.cmedistribution.com.my/wp-content/uploads/2025/05/XPERIA-XZ2-BUZ-FS.jpg,SKU-JDN0ST,65,speaker
UG SWORD7 Special Blade Remove Android CPU (1PCS),15.60,Description UG SWORD7 Special Blade Remove Android CPU (1PCS),https://www.cmedistribution.com.my/wp-content/uploads/2025/05/SVC-4751.jpeg,SKU-7QURAC,40,uncategorized
